Time_of_Flight_(µs),Corrected_Flux,Corrected_Flux_Uncertainty
2.309000000000000000e+03,1.241300000000000000e+04,1.114136436887329182e+02
2.310999999999999545e+03,1.268700000000000000e+04,1.126365837550129072e+02
2.313000000000000000e+03,1.270400000000000000e+04,1.127120224288428290e+02
2.315000000000000000e+03,1.265100000000000000e+04,1.124766642464110191e+02
2.316999999999999545e+03,1.244300000000000000e+04,1.115481958616983320e+02
2.319000000000000000e+03,1.260700000000000000e+04,1.122808977520217013e+02
2.320999999999999545e+03,1.282400000000000000e+04,1.132431013351360889e+02
2.322999999999999545e+03,1.256200000000000000e+04,1.120803283364220988e+02
2.325000000000000000e+03,1.278300000000000000e+04,1.130619299322279403e+02
2.326999999999999545e+03,1.263400000000000000e+04,1.124010676105881430e+02
2.329000000000000000e+03,1.265900000000000000e+04,1.125122215583705838e+02
2.330999999999999545e+03,1.237700000000000000e+04,1.112519662747581606e+02
2.332999999999999545e+03,1.263100000000000000e+04,1.123877217493081844e+02
2.335000000000000000e+03,1.258000000000000000e+04,1.121605991424803506e+02
2.336999999999999545e+03,1.261900000000000000e+04,1.123343224486616236e+02
2.339000000000000000e+03,1.262400000000000000e+04,1.123565752415051975e+02
2.340999999999999545e+03,1.248300000000000000e+04,1.117273466972164897e+02
2.342999999999999545e+03,1.254500000000000000e+04,1.120044641967451753e+02
2.345000000000000000e+03,1.270100000000000000e+04,1.126987133910588454e+02
2.346999999999999545e+03,1.271800000000000000e+04,1.127741105041404808e+02
2.348999999999999545e+03,1.253000000000000000e+04,1.119374825516460987e+02
2.351000000000000000e+03,1.286500000000000000e+04,1.134239833544925204e+02
2.352999999999999545e+03,1.262600000000000000e+04,1.123654751247013337e+02
2.355000000000000000e+03,1.276000000000000000e+04,1.129601699715440191e+02
2.356999999999999545e+03,1.259900000000000000e+04,1.122452671608025412e+02
2.358999999999999545e+03,1.271500000000000000e+04,1.127608087945445732e+02
2.361000000000000000e+03,1.281000000000000000e+04,1.131812705353677302e+02
2.362999999999999545e+03,1.266400000000000000e+04,1.125344391730814095e+02
2.365000000000000000e+03,1.233600000000000000e+04,1.110675470153182687e+02
2.366999999999999545e+03,1.267300000000000000e+04,1.125744198297288676e+02
2.368999999999999545e+03,1.237100000000000000e+04,1.112249971903802361e+02
2.371000000000000000e+03,1.255800000000000000e+04,1.120624825711092853e+02
2.372999999999999545e+03,1.274700000000000000e+04,1.129026129015619517e+02
2.375000000000000000e+03,1.243100000000000000e+04,1.114943944779279263e+02
2.377000000000000000e+03,1.252900000000000000e+04,1.119330156834876107e+02
2.378999999999999545e+03,1.266500000000000000e+04,1.125388821696742525e+02
2.381000000000000000e+03,1.247000000000000000e+04,1.116691542011485581e+02
2.382999999999999545e+03,1.267900000000000000e+04,1.126010657143178832e+02
2.384999999999999545e+03,1.269500000000000000e+04,1.126720905992242479e+02
2.387000000000000000e+03,1.253200000000000000e+04,1.119464157532529498e+02
2.388999999999999545e+03,1.257900000000000000e+04,1.121561411604379828e+02
2.391000000000000000e+03,1.251400000000000000e+04,1.118659912573966722e+02
2.392999999999999545e+03,1.233700000000000000e+04,1.110720486891277687e+02
2.394999999999999545e+03,1.261200000000000000e+04,1.123031611309324944e+02
2.397000000000000000e+03,1.265400000000000000e+04,1.124899995555151690e+02
2.398999999999999545e+03,1.231400000000000000e+04,1.109684639886490913e+02
2.401000000000000000e+03,1.247700000000000000e+04,1.117004923892454826e+02
2.402999999999999545e+03,1.270600000000000000e+04,1.127208942476954689e+02
2.404999999999999545e+03,1.263700000000000000e+04,1.124144118874446576e+02
2.407000000000000000e+03,1.244100000000000000e+04,1.115392307665788394e+02
2.408999999999999545e+03,1.261600000000000000e+04,1.123209686567915924e+02
2.410999999999999545e+03,1.251500000000000000e+04,1.118704608017687860e+02
2.413000000000000000e+03,1.265300000000000000e+04,1.124855546281396528e+02
2.414999999999999545e+03,1.257200000000000000e+04,1.121249303232780221e+02
2.417000000000000000e+03,1.253500000000000000e+04,1.119598142192098749e+02
2.418999999999999545e+03,1.233300000000000000e+04,1.110540408990145806e+02
2.420999999999999545e+03,1.242900000000000000e+04,1.114854250563730602e+02
2.423000000000000000e+03,1.261200000000000000e+04,1.123031611309324944e+02
2.424999999999999545e+03,1.237800000000000000e+04,1.112564604865710862e+02
2.427000000000000000e+03,1.245500000000000000e+04,1.116019713087534910e+02
2.428999999999999545e+03,1.258500000000000000e+04,1.121828863953851396e+02
2.430999999999999545e+03,1.256400000000000000e+04,1.120892501536163763e+02
2.433000000000000000e+03,1.244300000000000000e+04,1.115481958616983320e+02
2.434999999999999545e+03,1.263300000000000000e+04,1.123966191662366327e+02
2.437000000000000000e+03,1.248200000000000000e+04,1.117228714274751837e+02
2.438999999999999545e+03,1.234500000000000000e+04,1.111080555135413306e+02
2.440999999999999545e+03,1.254600000000000000e+04,1.120089282155677211e+02
2.443000000000000000e+03,1.248800000000000000e+04,1.117497203575912863e+02
2.444999999999999545e+03,1.232500000000000000e+04,1.110180165558722365e+02
2.446999999999999545e+03,1.255500000000000000e+04,1.120490963818992896e+02
2.449000000000000000e+03,1.258000000000000000e+04,1.121605991424803506e+02
2.450999999999999545e+03,1.232500000000000000e+04,1.110180165558722365e+02
2.453000000000000000e+03,1.257700000000000000e+04,1.121472246647244901e+02
2.454999999999999545e+03,1.267100000000000000e+04,1.125655364665399247e+02
2.456999999999999545e+03,1.245600000000000000e+04,1.116064514264289755e+02
2.459000000000000000e+03,1.264500000000000000e+04,1.124499888839472987e+02
2.460999999999999545e+03,1.250400000000000000e+04,1.118212859879549796e+02
2.463000000000000000e+03,1.274400000000000000e+04,1.128893263333611685e+02
2.464999999999999545e+03,1.238600000000000000e+04,1.112924076476010669e+02
2.466999999999999545e+03,1.246400000000000000e+04,1.116422858956229902e+02
2.469000000000000000e+03,1.253700000000000000e+04,1.119687456391293381e+02
2.470999999999999545e+03,1.258700000000000000e+04,1.121918000568675780e+02
2.473000000000000000e+03,1.240600000000000000e+04,1.113822247937259817e+02
2.474999999999999545e+03,1.239700000000000000e+04,1.113418160441087821e+02
2.476999999999999545e+03,1.245500000000000000e+04,1.116019713087534910e+02
2.479000000000000000e+03,1.239300000000000000e+04,1.113238518916768953e+02
2.480999999999999545e+03,1.240800000000000000e+04,1.113912025251538580e+02
2.482999999999999545e+03,1.247500000000000000e+04,1.116915395184441877e+02
2.485000000000000000e+03,1.230700000000000000e+04,1.109369190125635214e+02
2.486999999999999545e+03,1.239000000000000000e+04,1.113103768747550930e+02
2.489000000000000000e+03,1.241800000000000000e+04,1.114360803330764611e+02
2.490999999999999545e+03,1.241600000000000000e+04,1.114271062174721010e+02
2.492999999999999545e+03,1.252100000000000000e+04,1.118972743189042376e+02
2.495000000000000000e+03,1.256500000000000000e+04,1.120937107959234709e+02
2.496999999999999545e+03,1.246400000000000000e+04,1.116422858956229902e+02
2.499000000000000000e+03,1.245400000000000000e+04,1.115974910112236103e+02
2.500999999999999545e+03,1.249300000000000000e+04,1.117720895393831597e+02
2.502999999999999545e+03,1.231300000000000000e+04,1.109639581125338736e+02
2.505000000000000000e+03,1.230400000000000000e+04,1.109233969908964355e+02
2.506999999999999545e+03,1.241500000000000000e+04,1.114226188886259479e+02
2.508999999999999545e+03,1.235300000000000000e+04,1.111440506729886692e+02
2.511000000000000000e+03,1.246500000000000000e+04,1.116467643955711537e+02
2.512999999999999545e+03,1.241600000000000000e+04,1.114271062174721010e+02
2.515000000000000000e+03,1.243500000000000000e+04,1.115123311566931079e+02
2.516999999999999545e+03,1.255800000000000000e+04,1.120624825711092853e+02
2.518999999999999545e+03,1.238300000000000000e+04,1.112789288230251259e+02
2.521000000000000000e+03,1.248700000000000000e+04,1.117452459838896175e+02
2.522999999999999545e+03,1.261200000000000000e+04,1.123031611309324944e+02
2.525000000000000000e+03,1.231700000000000000e+04,1.109819805193619686e+02
2.526999999999999545e+03,1.240000000000000000e+04,1.113552872565996950e+02
2.528999999999999545e+03,1.232200000000000000e+04,1.110045044131093164e+02
2.531000000000000000e+03,1.271600000000000000e+04,1.127652428720830358e+02
2.532999999999999545e+03,1.236000000000000000e+04,1.111755368774975068e+02
2.535000000000000000e+03,1.229700000000000000e+04,1.108918391947754571e+02
2.536999999999999545e+03,1.243100000000000000e+04,1.114943944779279263e+02
2.538999999999999545e+03,1.243000000000000000e+04,1.114899098573496303e+02
2.541000000000000000e+03,1.237100000000000000e+04,1.112249971903802361e+02
2.542999999999999545e+03,1.245700000000000000e+04,1.116109313642700727e+02
2.544999999999999545e+03,1.259800000000000000e+04,1.122408125416059193e+02
2.547000000000000000e+03,1.249600000000000000e+04,1.117855088998567226e+02
2.548999999999999545e+03,1.229000000000000000e+04,1.108602724153242889e+02
2.551000000000000000e+03,1.244000000000000000e+04,1.115347479487900273e+02
2.552999999999999545e+03,1.252700000000000000e+04,1.119240814123568271e+02
2.554999999999999545e+03,1.252800000000000000e+04,1.119285486370663421e+02
2.557000000000000000e+03,1.250800000000000000e+04,1.118391702401258954e+02
2.558999999999999545e+03,1.263600000000000000e+04,1.124099639711712371e+02
2.561000000000000000e+03,1.248800000000000000e+04,1.117497203575912863e+02
2.562999999999999545e+03,1.253300000000000000e+04,1.119508820867431496e+02
2.564999999999999545e+03,1.254100000000000000e+04,1.119866063420085993e+02
2.567000000000000000e+03,1.243900000000000000e+04,1.115302649508194008e+02
2.568999999999999545e+03,1.241000000000000000e+04,1.114001795330696041e+02
2.571000000000000000e+03,1.251500000000000000e+04,1.118704608017687860e+02
2.572999999999999545e+03,1.246800000000000000e+04,1.116601988176626037e+02
2.574999999999999545e+03,1.243100000000000000e+04,1.114943944779279263e+02
2.577000000000000000e+03,1.246100000000000000e+04,1.116288493177271448e+02
2.578999999999999545e+03,1.243900000000000000e+04,1.115302649508194008e+02
2.580999999999999545e+03,1.261600000000000000e+04,1.123209686567915924e+02
2.583000000000000000e+03,1.248700000000000000e+04,1.117452459838896175e+02
2.584999999999999545e+03,1.284500000000000000e+04,1.133357842872228503e+02
2.587000000000000000e+03,1.218300000000000000e+04,1.103766279608134937e+02
2.588999999999999545e+03,1.257200000000000000e+04,1.121249303232780221e+02
2.590999999999999545e+03,1.257100000000000000e+04,1.121204709230205481e+02
2.593000000000000000e+03,1.235600000000000000e+04,1.111575458527222509e+02
2.594999999999999545e+03,1.251300000000000000e+04,1.118615215344398166e+02
2.597000000000000000e+03,1.237800000000000000e+04,1.112564604865710862e+02
2.598999999999999545e+03,1.230500000000000000e+04,1.109279045145995042e+02
2.600999999999999545e+03,1.235700000000000000e+04,1.111620438818936236e+02
2.603000000000000000e+03,1.254300000000000000e+04,1.119955356253103673e+02
2.604999999999999545e+03,1.259000000000000000e+04,1.122051692213863134e+02
2.606999999999999545e+03,1.231700000000000000e+04,1.109819805193619686e+02
2.609000000000000000e+03,1.244000000000000000e+04,1.115347479487900273e+02
2.610999999999999545e+03,1.255200000000000000e+04,1.120357085932864720e+02
2.613000000000000000e+03,1.250100000000000000e+04,1.118078709215060371e+02
2.614999999999999545e+03,1.253900000000000000e+04,1.119776763466725242e+02
2.616999999999999545e+03,1.231300000000000000e+04,1.109639581125338736e+02
2.619000000000000000e+03,1.261200000000000000e+04,1.123031611309324944e+02
2.620999999999999545e+03,1.244700000000000000e+04,1.115661238907214283e+02
2.623000000000000000e+03,1.254800000000000000e+04,1.120178557195231406e+02
2.624999999999999545e+03,1.266200000000000000e+04,1.125255526536075195e+02
2.626999999999999545e+03,1.226500000000000000e+04,1.107474604674971488e+02
2.629000000000000000e+03,1.270900000000000000e+04,1.127342006668786780e+02
2.630999999999999545e+03,1.277100000000000000e+04,1.130088492110244260e+02
2.633000000000000000e+03,1.252600000000000000e+04,1.119196140093408758e+02
2.634999999999999545e+03,1.217300000000000000e+04,1.103313192162586347e+02
2.636999999999999545e+03,1.246700000000000000e+04,1.116557208565682231e+02
2.639000000000000000e+03,1.257200000000000000e+04,1.121249303232780221e+02
2.640999999999999545e+03,1.265400000000000000e+04,1.124899995555151690e+02
2.642999999999999545e+03,1.257800000000000000e+04,1.121516830011933052e+02
2.645000000000000000e+03,1.249000000000000000e+04,1.117586685675887566e+02
2.646999999999999545e+03,1.246000000000000000e+04,1.116243700990071375e+02
2.649000000000000000e+03,1.244800000000000000e+04,1.115706054478505393e+02
2.650999999999999545e+03,1.246700000000000000e+04,1.116557208565682231e+02
2.652999999999999545e+03,1.256400000000000000e+04,1.120892501536163763e+02
2.655000000000000000e+03,1.240200000000000000e+04,1.113642671596226137e+02
2.656999999999999545e+03,1.227400000000000000e+04,1.107880860020613909e+02
2.659000000000000000e+03,1.243200000000000000e+04,1.114988789181315951e+02
2.660999999999999545e+03,1.233700000000000000e+04,1.110720486891277687e+02
2.662999999999999545e+03,1.247700000000000000e+04,1.117004923892454826e+02
2.665000000000000000e+03,1.225100000000000000e+04,1.106842355532171496e+02
2.666999999999999545e+03,1.257700000000000000e+04,1.121472246647244901e+02
2.669000000000000000e+03,1.248100000000000000e+04,1.117183959784597391e+02
2.670999999999999545e+03,1.247000000000000000e+04,1.116691542011485581e+02
2.672999999999999545e+03,1.270900000000000000e+04,1.127342006668786780e+02
2.675000000000000000e+03,1.239600000000000000e+04,1.113373252777346352e+02
2.676999999999999545e+03,1.229200000000000000e+04,1.108692924122824479e+02
2.678999999999999545e+03,1.264200000000000000e+04,1.124366488294635928e+02
2.681000000000000000e+03,1.235000000000000000e+04,1.111305538544638694e+02
2.682999999999999545e+03,1.231200000000000000e+04,1.109594520534410549e+02
2.685000000000000000e+03,1.227200000000000000e+04,1.107790593930094474e+02
2.686999999999999545e+03,1.257400000000000000e+04,1.121338485917603975e+02
2.688999999999999545e+03,1.216800000000000000e+04,1.103086578651018499e+02
2.691000000000000000e+03,1.248500000000000000e+04,1.117362966989694542e+02
2.692999999999999545e+03,1.250300000000000000e+04,1.118168144779665454e+02
2.695000000000000000e+03,1.229000000000000000e+04,1.108602724153242889e+02
2.696999999999999545e+03,1.229000000000000000e+04,1.108602724153242889e+02
2.698999999999999545e+03,1.256200000000000000e+04,1.120803283364220988e+02
2.701000000000000000e+03,1.252600000000000000e+04,1.119196140093408758e+02
2.702999999999999545e+03,1.250600000000000000e+04,1.118302284715537098e+02
2.704999999999999545e+03,1.255100000000000000e+04,1.120312456415613269e+02
2.706999999999999545e+03,1.258300000000000000e+04,1.121739720255991415e+02
2.708999999999999545e+03,1.239000000000000000e+04,1.113103768747550930e+02
2.711000000000000000e+03,1.238400000000000000e+04,1.112834219459491578e+02
2.712999999999999545e+03,1.231700000000000000e+04,1.109819805193619686e+02
2.714999999999999545e+03,1.219400000000000000e+04,1.104264461078055319e+02
2.717000000000000000e+03,1.242400000000000000e+04,1.114629983447430277e+02
2.718999999999999545e+03,1.255800000000000000e+04,1.120624825711092853e+02
2.721000000000000000e+03,1.243700000000000000e+04,1.115212984142490313e+02
2.722999999999999545e+03,1.247700000000000000e+04,1.117004923892454826e+02
2.724999999999999545e+03,1.251300000000000000e+04,1.118615215344398166e+02
2.727000000000000000e+03,1.220400000000000000e+04,1.104717158371313417e+02
2.728999999999999545e+03,1.244900000000000000e+04,1.115750868249724590e+02
2.731000000000000000e+03,1.236700000000000000e+04,1.112070141672720638e+02
2.732999999999999545e+03,1.237500000000000000e+04,1.112429773064341134e+02
2.734999999999999545e+03,1.240700000000000000e+04,1.113867137498909869e+02
2.737000000000000000e+03,1.246300000000000000e+04,1.116378072160150623e+02
2.738999999999999545e+03,1.258000000000000000e+04,1.121605991424803506e+02
2.740999999999999545e+03,1.237500000000000000e+04,1.112429773064341134e+02
2.743000000000000000e+03,1.221000000000000000e+04,1.104988687724908232e+02
2.744999999999999545e+03,1.253100000000000000e+04,1.119419492415599962e+02
2.747000000000000000e+03,1.247100000000000000e+04,1.116736316235837876e+02
2.748999999999999545e+03,1.253900000000000000e+04,1.119776763466725242e+02
2.750999999999999545e+03,1.254100000000000000e+04,1.119866063420085993e+02
2.753000000000000000e+03,1.227100000000000000e+04,1.107745458126555604e+02
2.754999999999999545e+03,1.244100000000000000e+04,1.115392307665788394e+02
2.757000000000000000e+03,1.248300000000000000e+04,1.117273466972164897e+02
2.758999999999999545e+03,1.232700000000000000e+04,1.110270237374661519e+02
2.760999999999999545e+03,1.242900000000000000e+04,1.114854250563730602e+02
2.763000000000000000e+03,1.239400000000000000e+04,1.113283432015414292e+02
2.764999999999999545e+03,1.242100000000000000e+04,1.114495401515869162e+02
2.767000000000000000e+03,1.225800000000000000e+04,1.107158525234754052e+02
2.768999999999999545e+03,1.229600000000000000e+04,1.108873302050324128e+02
2.770999999999999545e+03,1.233200000000000000e+04,1.110495384952137101e+02
2.773000000000000000e+03,1.253400000000000000e+04,1.119553482420560613e+02
2.774999999999999545e+03,1.236300000000000000e+04,1.111890282357035176e+02
2.776999999999999545e+03,1.255400000000000000e+04,1.120446339634345350e+02
2.779000000000000000e+03,1.237700000000000000e+04,1.112519662747581606e+02
2.780999999999999545e+03,1.237900000000000000e+04,1.112609545168470504e+02
2.783000000000000000e+03,1.242200000000000000e+04,1.114540263965373015e+02
2.784999999999999545e+03,1.236700000000000000e+04,1.112070141672720638e+02
2.786999999999999545e+03,1.249200000000000000e+04,1.117676160611827072e+02
2.789000000000000000e+03,1.244800000000000000e+04,1.115706054478505393e+02
2.790999999999999545e+03,1.229000000000000000e+04,1.108602724153242889e+02
2.793000000000000000e+03,1.237500000000000000e+04,1.112429773064341134e+02
2.794999999999999545e+03,1.237500000000000000e+04,1.112429773064341134e+02
2.796999999999999545e+03,1.225600000000000000e+04,1.107068200247849745e+02
2.799000000000000000e+03,1.247200000000000000e+04,1.116781088665102288e+02
2.800999999999999545e+03,1.235100000000000000e+04,1.111350529760966310e+02
2.802999999999999545e+03,1.241300000000000000e+04,1.114136436887329182e+02
2.804999999999999545e+03,1.235800000000000000e+04,1.111665417290660116e+02
2.806999999999999545e+03,1.239100000000000000e+04,1.113148687283064646e+02
2.809000000000000000e+03,1.245500000000000000e+04,1.116019713087534910e+02
2.810999999999999545e+03,1.237300000000000000e+04,1.112339876117002859e+02
2.812999999999999545e+03,1.242800000000000000e+04,1.114809400749745691e+02
2.815000000000000000e+03,1.249200000000000000e+04,1.117676160611827072e+02
2.816999999999999545e+03,1.260500000000000000e+04,1.122719911643143860e+02
2.819000000000000000e+03,1.230500000000000000e+04,1.109279045145995042e+02
2.820999999999999545e+03,1.243300000000000000e+04,1.115033631779770076e+02
2.822999999999999545e+03,1.244300000000000000e+04,1.115481958616983320e+02
2.825000000000000000e+03,1.257200000000000000e+04,1.121249303232780221e+02
2.826999999999999545e+03,1.234700000000000000e+04,1.111170553965494037e+02
2.829000000000000000e+03,1.243400000000000000e+04,1.115078472574914485e+02
2.830999999999999545e+03,1.257600000000000000e+04,1.121427661510097096e+02
2.832999999999999545e+03,1.269300000000000000e+04,1.126632149372635467e+02
2.835000000000000000e+03,1.240300000000000000e+04,1.113687568396089773e+02
2.836999999999999545e+03,1.239600000000000000e+04,1.113373252777346352e+02
2.838999999999999545e+03,1.249900000000000000e+04,1.117989266495878837e+02
2.841000000000000000e+03,1.251600000000000000e+04,1.118749301675761672e+02
2.842999999999999545e+03,1.230700000000000000e+04,1.109369190125635214e+02
2.845000000000000000e+03,1.244700000000000000e+04,1.115661238907214283e+02
2.846999999999999545e+03,1.241200000000000000e+04,1.114091558176442049e+02
2.848999999999999545e+03,1.245900000000000000e+04,1.116198907005382353e+02
2.851000000000000000e+03,1.248600000000000000e+04,1.117407714310229494e+02
2.852999999999999545e+03,1.239700000000000000e+04,1.113418160441087821e+02
2.855000000000000000e+03,1.238200000000000000e+04,1.112744355186769099e+02
2.856999999999999545e+03,1.248000000000000000e+04,1.117139203501519660e+02
2.858999999999999545e+03,1.236000000000000000e+04,1.111755368774975068e+02
2.861000000000000000e+03,1.249700000000000000e+04,1.117899816620429192e+02
2.862999999999999545e+03,1.235400000000000000e+04,1.111485492482916015e+02
2.865000000000000000e+03,1.237300000000000000e+04,1.112339876117002859e+02
2.866999999999999545e+03,1.243800000000000000e+04,1.115257817726469511e+02
2.868999999999999545e+03,1.215400000000000000e+04,1.102451813005900476e+02
2.871000000000000000e+03,1.249700000000000000e+04,1.117899816620429192e+02
2.872999999999999545e+03,1.230200000000000000e+04,1.109143813939390384e+02
2.874999999999999545e+03,1.242500000000000000e+04,1.114674840480402054e+02
2.877000000000000000e+03,1.245600000000000000e+04,1.116064514264289755e+02
2.878999999999999545e+03,1.251800000000000000e+04,1.118838683635840425e+02
2.881000000000000000e+03,1.254800000000000000e+04,1.120178557195231406e+02
2.882999999999999545e+03,1.223900000000000000e+04,1.106300140106650360e+02
2.884999999999999545e+03,1.230700000000000000e+04,1.109369190125635214e+02
2.887000000000000000e+03,1.230600000000000000e+04,1.109324118551467109e+02
2.888999999999999545e+03,1.248100000000000000e+04,1.117183959784597391e+02
2.891000000000000000e+03,1.224500000000000000e+04,1.106571281029828242e+02
2.892999999999999545e+03,1.230800000000000000e+04,1.109414259868699446e+02
2.894999999999999545e+03,1.249900000000000000e+04,1.117989266495878837e+02
2.897000000000000000e+03,1.245000000000000000e+04,1.115795680221071962e+02
2.898999999999999545e+03,1.245000000000000000e+04,1.115795680221071962e+02
2.900999999999999545e+03,1.245000000000000000e+04,1.115795680221071962e+02
2.902999999999999545e+03,1.237100000000000000e+04,1.112249971903802361e+02
2.904999999999999545e+03,1.241200000000000000e+04,1.114091558176442049e+02
2.907000000000000000e+03,1.257300000000000000e+04,1.121293895461840293e+02
2.908999999999999545e+03,1.228000000000000000e+04,1.108151614175603754e+02
2.910999999999999545e+03,1.236600000000000000e+04,1.112025179571046465e+02
2.913000000000000000e+03,1.257500000000000000e+04,1.121383074600289547e+02
2.914999999999999545e+03,1.250800000000000000e+04,1.118391702401258954e+02
2.917000000000000000e+03,1.236900000000000000e+04,1.112160060422957031e+02
2.918999999999999545e+03,1.234400000000000000e+04,1.111035552986486437e+02
2.920999999999999545e+03,1.252500000000000000e+04,1.119151464279966603e+02
2.923000000000000000e+03,1.251800000000000000e+04,1.118838683635840425e+02
2.924999999999999545e+03,1.246500000000000000e+04,1.116467643955711537e+02
2.927000000000000000e+03,1.248100000000000000e+04,1.117183959784597391e+02
2.928999999999999545e+03,1.254400000000000000e+04,1.120000000000000000e+02
2.930999999999999545e+03,1.220800000000000000e+04,1.104898185354650195e+02
2.933000000000000000e+03,1.241100000000000000e+04,1.114046677657624969e+02
2.934999999999999545e+03,1.236300000000000000e+04,1.111890282357035176e+02
2.936999999999999545e+03,1.246600000000000000e+04,1.116512427158777427e+02
2.938999999999999545e+03,1.229100000000000000e+04,1.108647825055377325e+02
2.940999999999999545e+03,1.265300000000000000e+04,1.124855546281396528e+02
2.943000000000000000e+03,1.244800000000000000e+04,1.115706054478505393e+02
2.944999999999999545e+03,1.256200000000000000e+04,1.120803283364220988e+02
2.946999999999999545e+03,1.232900000000000000e+04,1.110360301884029468e+02
2.949000000000000000e+03,1.255200000000000000e+04,1.120357085932864720e+02
2.950999999999999545e+03,1.243600000000000000e+04,1.115168148756056326e+02
2.953000000000000000e+03,1.252000000000000000e+04,1.118928058455949213e+02
2.954999999999999545e+03,1.247200000000000000e+04,1.116781088665102288e+02
2.956999999999999545e+03,1.223300000000000000e+04,1.106028932713779795e+02
2.959000000000000000e+03,1.256900000000000000e+04,1.121115515903693449e+02
2.960999999999999545e+03,1.244100000000000000e+04,1.115392307665788394e+02
2.963000000000000000e+03,1.240400000000000000e+04,1.113732463386077143e+02
2.964999999999999545e+03,1.240200000000000000e+04,1.113642671596226137e+02
2.966999999999999545e+03,1.243100000000000000e+04,1.114943944779279263e+02
2.969000000000000000e+03,1.244100000000000000e+04,1.115392307665788394e+02
2.970999999999999545e+03,1.240300000000000000e+04,1.113687568396089773e+02
2.972999999999999545e+03,1.244500000000000000e+04,1.115571602363561396e+02
2.975000000000000000e+03,1.227200000000000000e+04,1.107790593930094474e+02
2.976999999999999545e+03,1.240100000000000000e+04,1.113597772986286145e+02
2.979000000000000000e+03,1.251700000000000000e+04,1.118793993548406434e+02
2.980999999999999545e+03,1.235600000000000000e+04,1.111575458527222509e+02
2.982999999999999545e+03,1.262900000000000000e+04,1.123788236279415287e+02
2.985000000000000000e+03,1.236900000000000000e+04,1.112160060422957031e+02
2.986999999999999545e+03,1.233400000000000000e+04,1.110585431202835025e+02
2.989000000000000000e+03,1.255300000000000000e+04,1.120401713672381447e+02
2.990999999999999545e+03,1.233000000000000000e+04,1.110405331399306306e+02
2.992999999999999545e+03,1.247200000000000000e+04,1.116781088665102288e+02
2.995000000000000000e+03,1.241000000000000000e+04,1.114001795330696041e+02
2.996999999999999545e+03,1.237200000000000000e+04,1.112294924918751349e+02
2.998999999999999545e+03,1.234400000000000000e+04,1.111035552986486437e+02
3.000999999999999545e+03,1.230700000000000000e+04,1.109369190125635214e+02
3.002999999999999545e+03,1.240900000000000000e+04,1.113956911195400608e+02
3.005000000000000000e+03,1.237400000000000000e+04,1.112384825498793361e+02
3.006999999999999545e+03,1.238200000000000000e+04,1.112744355186769099e+02
3.008999999999999545e+03,1.245100000000000000e+04,1.115840490392783977e+02
3.011000000000000000e+03,1.230600000000000000e+04,1.109324118551467109e+02
3.012999999999999545e+03,1.236700000000000000e+04,1.112070141672720638e+02
3.015000000000000000e+03,1.248500000000000000e+04,1.117362966989694542e+02
3.016999999999999545e+03,1.250100000000000000e+04,1.118078709215060371e+02
3.018999999999999545e+03,1.246300000000000000e+04,1.116378072160150623e+02
3.021000000000000000e+03,1.241000000000000000e+04,1.114001795330696041e+02
3.022999999999999545e+03,1.242900000000000000e+04,1.114854250563730602e+02
3.025000000000000000e+03,1.253400000000000000e+04,1.119553482420560613e+02
3.026999999999999545e+03,1.237900000000000000e+04,1.112609545168470504e+02
3.028999999999999545e+03,1.234800000000000000e+04,1.111215550647120835e+02
3.031000000000000000e+03,1.240900000000000000e+04,1.113956911195400608e+02
3.032999999999999545e+03,1.232500000000000000e+04,1.110180165558722365e+02
3.034999999999999545e+03,1.217700000000000000e+04,1.103494449464978970e+02
3.036999999999999545e+03,1.244000000000000000e+04,1.115347479487900273e+02
3.038999999999999545e+03,1.259800000000000000e+04,1.122408125416059193e+02
3.041000000000000000e+03,1.242600000000000000e+04,1.114719695708299696e+02
3.042999999999999545e+03,1.248800000000000000e+04,1.117497203575912863e+02
3.044999999999999545e+03,1.259200000000000000e+04,1.122140811128447240e+02
3.047000000000000000e+03,1.244200000000000000e+04,1.115437134042076650e+02
3.048999999999999545e+03,1.256500000000000000e+04,1.120937107959234709e+02
3.051000000000000000e+03,1.246300000000000000e+04,1.116378072160150623e+02
3.052999999999999545e+03,1.243900000000000000e+04,1.115302649508194008e+02
3.054999999999999545e+03,1.243600000000000000e+04,1.115168148756056326e+02
3.057000000000000000e+03,1.256000000000000000e+04,1.120714058089743048e+02
3.058999999999999545e+03,1.239500000000000000e+04,1.113328343302182475e+02
3.061000000000000000e+03,1.232800000000000000e+04,1.110315270542560029e+02
3.062999999999999545e+03,1.244800000000000000e+04,1.115706054478505393e+02
3.064999999999999545e+03,1.232000000000000000e+04,1.109954954040931625e+02
3.067000000000000000e+03,1.247700000000000000e+04,1.117004923892454826e+02
3.068999999999999545e+03,1.236900000000000000e+04,1.112160060422957031e+02
3.070999999999999545e+03,1.248100000000000000e+04,1.117183959784597391e+02
3.073000000000000000e+03,1.238800000000000000e+04,1.113013926238127169e+02
3.074999999999999545e+03,1.242700000000000000e+04,1.114764549131341482e+02
3.077000000000000000e+03,1.232500000000000000e+04,1.110180165558722365e+02
3.078999999999999545e+03,1.258600000000000000e+04,1.121873433146538446e+02
3.080999999999999545e+03,1.229300000000000000e+04,1.108738021355802630e+02
